Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
227,Coastal Carolina,Sun Belt,,15,11,72.3,61.8,10.50,,-8.78,,-2.29,-4.14,-6.43,45.34,47.39,-2.05
228,Western Illinois,Summit,,14,15,70.8,71.9,-1.14,,-1.19,,3.47,-9.92,-6.45,49.13,53.43,-4.30
229,Lamar,WAC,,14,15,62.6,61.4,1.24,,-4.72,,-7.05,0.58,-6.46,45.22,48.44,-3.22
230,Appalachian State,Sun Belt,,14,12,68.7,67.8,0.81,,-4.63,,0.67,-7.18,-6.50,47.09,48.72,-1.63
231,George Mason,A-10,,10,19,58.7,65.7,-7.00,,0.14,,-3.44,-3.42,-6.86,51.44,56.24,-4.80
232,St. Bonaventure,A-10,,12,16,58.3,62.3,-4.00,,-1.54,,-5.03,-1.84,-6.87,50.11,55.42,-5.32
233,Wofford,Southern,,17,14,66.2,62.1,4.06,,-5.82,,-3.67,-3.41,-7.07,45.54,48.91,-3.37
234,Omaha,Summit,,7,19,57.2,65.0,-7.77,,2.20,,-8.07,0.99,-7.08,44.31,50.86,-6.55
235,Utah State,MWC,,11,19,68.6,76.4,-7.83,,1.17,,3.24,-10.35,-7.10,46.05,51.09,-5.04
236,Eastern Michigan,MAC,,7,20,66.8,71.7,-4.89,,1.18,,-1.14,-6.14,-7.28,51.15,56.78,-5.63
237,Jacksonville,A-Sun,,16,13,59.9,58.9,1.00,,-4.05,,-8.39,0.94,-7.45,39.44,43.71,-4.27
238,Southeastern Louisiana,Southland,,16,11,62.1,54.6,7.56,,-12.69,,-8.65,0.96,-7.69,42.48,43.27,-0.79
239,Cal State Northridge,Big West,,9,19,57.3,63.7,-6.46,,1.44,,-6.73,-1.21,-7.94,39.87,47.78,-7.91
240,Texas State,Sun Belt,,15,14,68.0,65.7,2.34,,-4.01,,-1.06,-6.95,-8.01,45.74,49.80,-4.06
241,SIU Edwardsville,OVC,,13,18,69.3,74.6,-5.32,,-2.71,,3.55,-11.58,-8.03,50.49,55.93,-5.44
242,Bradley,MVC,,4,24,58.9,69.3,-10.43,,3.90,,-4.76,-3.42,-8.18,47.63,55.70,-8.06
243,Campbell,Big South,,23,8,63.9,53.4,10.52,,-13.27,,-10.67,2.29,-8.38,44.98,48.63,-3.65
244,Norfolk State,MEAC,,17,12,60.7,55.8,4.90,,-12.51,,-9.75,1.31,-8.44,43.72,49.03,-5.32
245,North Carolina A&T,Big South,,14,15,67.9,66.8,1.17,,-9.84,,0.05,-8.71,-8.66,53.50,58.31,-4.81
246,Texas-Rio Grande Valley,WAC,,14,19,60.9,65.4,-4.55,,-4.15,,-4.87,-3.83,-8.69,45.89,51.63,-5.74
247,New Mexico State,WAC,,10,19,64.4,64.6,-0.17,,-4.04,,-5.07,-3.75,-8.82,42.97,49.78,-6.81
248,Army,Patriot,,16,13,63.5,63.9,-0.45,,-7.24,,-2.01,-7.01,-9.02,51.81,59.77,-7.96
249,Robert Morris,Horizon,,13,15,54.3,58.6,-4.29,,-4.74,,-11.05,2.02,-9.03,46.48,55.45,-8.96
250,FDU,NEC,,19,12,61.0,56.9,4.10,,-13.16,,-8.55,-0.51,-9.07,49.98,57.30,-7.32
251,Sam Houston,WAC,,15,16,67.5,69.2,-1.71,,-3.16,,-3.01,-6.19,-9.20,41.87,48.24,-6.37
252,South Carolina Upstate,Big South,,22,8,67.2,58.4,8.80,,-13.44,,-5.50,-3.82,-9.33,49.27,54.21,-4.94
253,High Point,Big South,,17,14,63.1,59.3,3.84,,-10.30,,-7.67,-1.66,-9.34,44.20,49.51,-5.31
254,Denver,Summit,,10,20,64.5,72.3,-7.83,,0.33,,-0.60,-8.76,-9.35,48.96,58.08,-9.12
255,Cal State Bakersfield,Big West,,5,20,61.2,65.6,-4.36,,-1.05,,-5.09,-4.34,-9.42,47.34,57.81,-10.47
256,Furman,Southern,,20,14,64.2,62.1,2.09,,-9.19,,-3.74,-5.70,-9.44,47.48,54.76,-7.28
257,Texas A&M-Corpus Christi,Southland,,19,10,63.6,57.4,6.14,,-11.30,,-8.15,-1.34,-9.49,39.64,42.23,-2.59
258,Samford,Southern,,13,17,63.6,67.1,-3.53,,-4.26,,-2.89,-6.69,-9.58,48.17,55.04,-6.87
259,Tennessee State,OVC,,12,19,64.3,68.4,-4.06,,-4.07,,-3.18,-6.63,-9.81,44.23,52.92,-8.69
260,Eastern Kentucky,A-Sun,,15,16,67.0,66.6,0.35,,-6.38,,-2.48,-7.34,-9.83,43.04,49.84,-6.80
261,Gardner-Webb,Big South,,16,15,70.3,69.5,0.77,,-10.89,,2.58,-12.70,-10.12,54.59,61.53,-6.94
262,Central Michigan,MAC,,4,25,59.2,71.6,-12.41,,2.25,,-4.26,-5.91,-10.17,50.56,60.94,-10.38
263,Eastern Washington,Big Sky,,9,21,61.0,64.5,-3.50,,-2.81,,-7.94,-2.34,-10.28,37.21,47.04,-9.83
264,St. Francis (NY),NEC,,17,10,64.7,61.9,2.85,,-11.45,,-4.14,-6.20,-10.34,51.43,60.48,-9.05
265,Florida Atlantic,CUSA,,5,25,58.6,66.2,-7.60,,-0.25,,-6.63,-3.73,-10.36,46.89,56.51,-9.62
266,Lafayette,Patriot,,12,18,54.5,58.6,-4.03,,-6.35,,-10.58,0.20,-10.38,48.30,58.81,-10.51
267,Kennesaw State,A-Sun,,9,19,60.3,65.1,-4.79,,-2.89,,-5.85,-4.56,-10.41,48.51,57.43,-8.92
268,North Alabama,A-Sun,,13,16,68.9,68.4,0.48,,-5.64,,-0.39,-10.14,-10.52,46.03,54.05,-8.02
269,Niagara,MAAC,,15,15,69.9,73.2,-3.30,,-7.32,,3.98,-14.59,-10.62,50.93,60.97,-10.05
270,Mount St. Mary's,NEC,,16,13,63.8,60.5,3.31,,-10.95,,-7.11,-3.51,-10.63,49.78,58.78,-9.01
271,Monmouth,MAAC,,14,16,59.2,61.6,-2.37,,-8.34,,-7.97,-2.73,-10.71,46.58,57.08,-10.49
272,Iona,MAAC,,11,16,56.3,58.9,-2.52,,-8.20,,-10.97,0.24,-10.72,47.89,58.27,-10.38
273,Tarleton State,WAC,,16,13,60.9,59.2,1.69,,-6.16,,-11.33,0.57,-10.76,36.88,45.31,-8.43
274,Wagner,NEC,,17,12,60.6,58.2,2.38,,-13.19,,-8.80,-2.00,-10.81,47.31,57.61,-10.30
275,Seattle,WAC,,11,19,62.6,66.0,-3.33,,-4.63,,-4.65,-6.42,-11.06,43.10,52.98,-9.88
276,Saint Peter's,MAAC,,13,18,59.0,60.8,-1.84,,-9.41,,-8.37,-2.88,-11.25,46.43,56.98,-10.55
277,Siena,MAAC,,10,19,58.0,60.2,-2.24,,-9.04,,-9.49,-1.79,-11.28,45.90,57.25,-11.35
278,Evansville,MVC,,8,22,66.1,75.6,-9.50,,-0.06,,0.75,-12.05,-11.30,48.45,58.72,-10.28
279,UTSA,CUSA,,7,23,53.9,65.7,-11.77,,0.22,,-10.37,-1.17,-11.55,39.05,49.70,-10.65
280,Howard,MEAC,,21,10,63.8,60.9,2.84,,-13.01,,-5.92,-5.72,-11.64,45.48,54.41,-8.93
281,Morgan State,MEAC,,18,8,63.3,58.1,5.19,,-13.48,,-7.95,-3.70,-11.65,43.97,53.05,-9.08
282,Coppin State,MEAC,,15,13,62.9,63.3,-0.46,,-11.20,,-5.84,-5.82,-11.66,47.47,57.45,-9.98
283,Georgia State,Sun Belt,,10,16,64.7,67.4,-2.73,,-6.19,,-5.53,-6.20,-11.73,43.70,52.29,-8.59
284,Southern,SWAC,,14,17,59.9,62.9,-3.03,,-7.06,,-10.25,-1.71,-11.96,41.57,51.05,-9.48
285,Arkansas-Pine Bluff,SWAC,,13,16,68.6,67.9,0.69,,-10.24,,-3.07,-8.91,-11.99,46.30,54.33,-8.02
286,Houston Christian,Southland,,16,11,57.7,56.1,1.56,,-11.96,,-13.51,0.89,-12.63,33.45,40.87,-7.41
287,Lipscomb,A-Sun,,10,20,59.6,65.6,-6.00,,-1.76,,-8.44,-4.47,-12.91,40.57,51.66,-11.09
288,Rider,MAAC,,9,21,58.3,63.7,-5.43,,-7.71,,-9.12,-4.02,-13.15,49.63,63.92,-14.29
289,Binghamton,AEC,,9,20,57.5,57.8,-0.31,,-10.27,,-11.47,-1.72,-13.19,40.90,53.82,-12.93
290,Massachusetts-Lowell,AEC,,11,16,55.8,60.9,-5.04,,-8.17,,-10.53,-2.67,-13.20,46.37,60.38,-14.01
291,Marist,MAAC,,8,21,52.7,60.3,-7.59,,-5.63,,-13.11,-0.10,-13.21,42.32,56.96,-14.64
292,William & Mary,CAA,,10,20,57.1,63.8,-6.73,,-4.58,,-10.05,-3.29,-13.34,44.18,57.31,-13.14
293,NJIT,AEC,,15,15,56.7,60.0,-3.30,,-10.21,,-9.45,-4.06,-13.51,47.06,61.44,-14.39
294,Alabama A&M,SWAC,,15,14,59.7,62.8,-3.10,,-10.53,,-10.88,-2.76,-13.64,43.92,56.05,-12.13
295,UNC Greensboro,Southern,,9,19,54.4,56.4,-1.93,,-10.89,,-15.60,1.93,-13.67,39.19,51.57,-12.38
296,Purdue Fort Wayne,Horizon,,7,21,60.1,65.8,-5.61,,-4.65,,-7.95,-5.74,-13.69,44.27,58.31,-14.04
297,Cal Poly,Big West,,3,22,57.2,70.4,-13.16,,-0.67,,-6.85,-6.98,-13.83,41.24,57.38,-16.14
298,Hofstra,CAA,,8,20,51.2,61.9,-10.68,,-3.05,,-13.61,-0.55,-14.16,39.32,54.21,-14.89
299,Navy,Patriot,,10,21,55.1,62.7,-7.65,,-6.62,,-9.95,-4.32,-14.26,47.11,62.61,-15.50
300,St. Thomas,Summit,,7,21,58.1,67.7,-9.61,,-1.67,,-8.59,-5.75,-14.34,43.63,59.81,-16.18
301,Alabama State,SWAC,,15,15,63.7,69.1,-5.47,,-7.63,,-5.24,-9.19,-14.43,43.93,56.23,-12.29
302,Cornell,Ivy,,9,16,53.3,61.2,-7.88,,-4.81,,-13.23,-1.20,-14.43,41.66,56.75,-15.09
303,Chattanooga,Southern,,7,23,60.3,68.8,-8.50,,-6.06,,-6.25,-8.31,-14.56,47.87,61.83,-13.96
304,Wright State,Horizon,,4,19,59.9,70.2,-10.30,,-2.49,,-5.49,-9.18,-14.67,42.30,57.26,-14.96
305,Grambling,SWAC,,14,17,62.2,65.9,-3.68,,-10.95,,-6.21,-8.54,-14.75,47.51,60.92,-13.41
306,Texas Southern,SWAC,,11,15,68.4,75.5,-7.15,,-7.76,,-0.98,-13.93,-14.91,45.30,58.45,-13.15
307,Loyola (MD),Patriot,,5,24,53.8,61.6,-7.83,,-7.32,,-12.29,-2.86,-15.15,48.67,66.64,-17.97
308,Utah Tech,WAC,,10,19,67.0,72.3,-5.34,,-3.02,,-3.11,-12.11,-15.22,40.91,55.28,-14.37
309,Hampton,Big South,,13,16,59.4,63.8,-4.38,,-11.40,,-10.27,-5.51,-15.78,44.13,58.61,-14.47
310,Chicago State,WAC,,4,23,56.5,68.7,-12.22,,-3.94,,-9.87,-6.29,-16.16,40.23,57.25,-17.02
311,San Jose State,MWC,,5,25,60.1,77.2,-17.03,,1.89,,-3.94,-12.24,-16.18,42.62,61.84,-19.23
312,Presbyterian,Big South,,12,18,59.9,63.2,-3.23,,-12.45,,-10.78,-5.77,-16.56,43.38,59.03,-15.65
313,Butler,Big East,,1,27,55.6,77.9,-22.32,,5.68,,-8.43,-8.22,-16.65,47.00,67.01,-20.01
314,Incarnate Word,Southland,,13,17,57.7,59.6,-1.90,,-13.28,,-12.82,-4.00,-16.81,36.56,48.64,-12.08
315,Colgate,Patriot,,6,24,53.9,63.1,-9.20,,-7.63,,-12.86,-3.97,-16.83,45.32,65.23,-19.91
316,Central Arkansas,A-Sun,,9,19,53.9,62.0,-8.11,,-4.37,,-14.93,-1.92,-16.85,36.31,52.88,-16.57
317,Long Island University,NEC,,9,18,55.6,62.9,-7.30,,-9.78,,-12.53,-4.55,-17.08,42.81,61.35,-18.54
318,Southeast Missouri State,OVC,,6,23,60.8,71.8,-11.00,,-3.10,,-6.82,-10.35,-17.17,41.12,58.27,-17.15
319,Merrimack,NEC,,9,17,64.2,70.6,-6.42,,-10.79,,-3.21,-14.01,-17.21,50.87,69.62,-18.75
320,Maryland-Eastern Shore,MEAC,,12,16,63.3,62.7,0.64,,-13.76,,-7.73,-9.67,-17.40,42.40,58.08,-15.68
321,McNeese State,Southland,,13,15,70.4,71.6,-1.21,,-9.94,,-0.85,-16.73,-17.58,,,
322,South Alabama,Sun Belt,,8,18,60.8,69.2,-8.42,,-5.29,,-9.34,-8.30,-17.64,37.29,52.47,-15.18
323,Illinois-Chicago,Horizon,,2,25,53.0,67.6,-14.56,,-3.16,,-11.12,-6.59,-17.72,41.22,62.66,-21.44
324,Detroit Mercy,Horizon,,1,27,55.7,69.1,-13.36,,-4.54,,-9.67,-8.22,-17.89,41.22,61.66,-20.44
325,New Hampshire,AEC,,7,21,53.0,60.8,-7.79,,-8.04,,-13.74,-4.18,-17.93,41.92,62.21,-20.29
326,Canisius,MAAC,,6,25,57.8,68.6,-10.74,,-7.51,,-8.39,-9.86,-18.25,48.50,70.03,-21.53
327,Sacred Heart,NEC,,8,17,58.0,63.9,-5.88,,-12.59,,-11.45,-7.02,-18.47,42.97,64.68,-21.71
328,Northwestern State,Southland,,12,14,63.7,63.5,0.15,,-13.77,,-9.61,-8.99,-18.59,32.52,45.53,-13.01
329,Brown,Ivy,,6,20,56.7,67.3,-10.65,,-5.23,,-10.12,-8.56,-18.67,41.81,62.27,-20.46
330,Portland State,Big Sky,,5,24,59.5,71.9,-12.38,,-3.57,,-9.07,-9.68,-18.75,38.91,60.15,-21.24
331,UNC Wilmington,CAA,,3,26,54.5,68.6,-14.10,,-3.87,,-11.25,-7.55,-18.80,45.24,66.47,-21.23
332,East Tennessee State,Southern,,6,22,55.4,68.0,-12.68,,-6.54,,-11.19,-8.03,-19.22,42.97,63.40,-20.43
333,Saint Francis (PA),NEC,,8,22,54.2,65.9,-11.63,,-8.00,,-13.09,-6.54,-19.63,46.46,70.27,-23.81
334,UNC Asheville,Big South,,10,22,61.5,66.4,-4.88,,-12.02,,-10.12,-10.33,-20.45,41.48,61.42,-19.93
335,Bellarmine,A-Sun,,4,24,60.8,73.6,-12.82,,-3.78,,-8.03,-12.48,-20.51,40.27,60.81,-20.54
336,Bryant,NEC,,10,22,56.5,63.3,-6.78,,-11.05,,-13.54,-7.06,-20.60,40.03,63.13,-23.11
337,Central Connecticut State,NEC,,6,20,58.3,67.7,-9.38,,-11.79,,-10.20,-10.97,-21.17,44.74,69.75,-25.01
338,Prairie View,SWAC,,13,17,61.5,68.8,-7.30,,-9.51,,-8.81,-12.35,-21.17,35.22,53.41,-18.19
339,Dartmouth,Ivy,,3,23,47.0,65.0,-18.04,,-3.27,,-17.12,-4.19,-21.31,37.42,63.72,-26.30
340,Maryland-Baltimore County,AEC,,3,23,54.1,65.3,-11.23,,-8.30,,-12.99,-8.83,-21.82,42.47,68.18,-25.72
341,Louisiana-Monroe,Sun Belt,,4,25,58.0,70.1,-12.10,,-6.30,,-11.83,-10.31,-22.15,34.70,54.30,-19.61
342,Bethune-Cookman,SWAC,,6,21,60.0,71.2,-11.22,,-9.28,,-10.81,-11.75,-22.56,35.42,56.93,-21.50
343,Radford,Big South,,7,23,58.5,67.2,-8.73,,-10.17,,-12.61,-10.02,-22.63,37.68,60.12,-22.44
344,Western Carolina,Southern,,7,23,52.2,60.1,-7.90,,-10.54,,-17.86,-5.72,-23.58,30.83,54.80,-23.97
345,New Orleans,Southland,,5,18,54.4,68.6,-14.17,,-8.81,,-13.23,-10.63,-23.86,34.81,53.37,-18.57
346,Nicholls State,Southland,,4,22,59.3,72.1,-12.77,,-8.64,,-9.74,-14.36,-24.09,35.51,55.06,-19.55
347,North Carolina Central,MEAC,,5,20,61.6,68.4,-6.72,,-11.48,,-10.50,-14.11,-24.61,32.72,56.23,-23.51
348,Morehead State,OVC,,1,27,52.5,72.9,-20.43,,-2.93,,-14.39,-10.43,-24.82,37.12,67.08,-29.97
349,Mississippi Valley State,SWAC,,4,22,63.7,77.2,-13.50,,-11.80,,-7.44,-17.86,-25.30,38.34,64.03,-25.69
350,Hartford,AEC,,4,26,54.1,71.6,-17.50,,-8.34,,-11.41,-14.43,-25.84,39.95,70.12,-30.17
351,Florida A&M,SWAC,,3,25,54.0,73.7,-19.68,,-9.35,,-16.11,-13.17,-29.27,35.45,67.81,-32.36
352,Winthrop,Big South,,6,24,51.6,68.5,-16.83,,-11.41,,-17.04,-12.29,-29.34,29.67,59.99,-30.32
353,Alcorn State,SWAC,,3,22,51.9,71.4,-19.44,,-8.64,,-19.01,-11.09,-30.10,31.98,65.22,-33.24
354,South Carolina State,MEAC,,4,25,50.4,71.1,-20.69,,-10.58,,-18.93,-12.34,-31.26,29.33,64.11,-34.78
355,Charleston Southern,Big South,,2,27,49.5,71.6,-22.07,,-9.65,,-19.53,-12.69,-32.22,29.58,64.87,-35.29
356,Delaware State,MEAC,,0,24,46.8,76.0,-29.29,,-10.70,,-22.16,-17.83,-39.99,31.98,81.56,-49.59
