,Player,Team,Conf,height,mpg,gp,drtgPlayer,ortgPlayer,ws,ows,dws,rapm,orapm,drapm,stl,blk,stlPg,blkPg,Poss,PPP,PPS,TeamDefRtg
147,Cady Pauley,Missouri State Lady Bears,MVC,71.0,11.66,34.0,93.31,85.63,0.65,0.12,0.53,-2.91,-3.08,0.17,11.0,6.0,0.32,0.18,,,,89.8
148,Caia Loving,George Washington Revolutionaries,A10,74.0,8.47,18.0,90.69,85.78,0.29,0.05,0.25,-1.03,-2.03,1.0,3.0,3.0,0.17,0.17,,,,
149,Caitlin Frost,St. Bonaventure Bonnies,A10,73.0,27.54,24.0,99.01,78.59,0.17,-0.31,0.48,-4.63,-3.62,-1.01,26.0,11.0,1.08,0.46,8.3,0.945,0.99,103.7
150,Caitlin Washington,Bradley Braves,MVC,67.0,10.66,4.0,92.74,91.7,0.11,0.05,0.06,-0.58,-0.47,-0.11,1.0,0.0,0.25,0.0,,,,91.3
151,Cali Clark,San Diego State Aztecs,MWC,75.0,22.57,32.0,80.85,106.13,3.68,1.76,1.91,1.3,0.81,0.49,38.0,40.0,1.19,1.25,4.8,0.695,0.74,91.6
152,Cali Smallwood,UAB Blazers,AAC,69.0,1.18,3.0,106.9,,,,-0.0,,,,0.0,0.0,0.0,0.0,,,,94.9
153,Cam Mathews,Tulsa Golden Hurricane,AAC,67.0,9.32,29.0,87.84,97.55,0.78,0.26,0.52,-1.82,-2.27,0.45,21.0,1.0,0.72,0.03,,,,
154,Cami Fulcher,San Francisco Dons,WCC,68.0,24.73,29.0,97.07,82.79,0.69,0.02,0.67,0.18,-1.12,1.3,22.0,1.0,0.76,0.03,5.5,0.656,0.74,92.6
155,Camila De Pool,Fordham Rams,A10,67.0,9.54,16.0,92.77,74.71,0.08,-0.13,0.21,1.48,0.24,1.24,7.0,0.0,0.44,0.0,,,,89.6
156,Camryn Runner,Evansville Aces,MVC,68.0,33.7,31.0,101.44,97.65,2.65,2.16,0.49,-3.33,-2.86,-0.48,35.0,24.0,1.13,0.77,8.3,0.744,0.86,102.0
157,Candace Kpetikou,Washington State Cougars,WCC,75.0,10.92,32.0,90.97,74.41,0.19,-0.36,0.55,-1.31,-2.12,0.82,11.0,24.0,0.34,0.75,2.4,0.808,0.87,95.3
158,Candice Lienafa,Davidson Wildcats,A10,71.0,17.21,31.0,87.57,112.42,2.81,1.78,1.03,1.86,1.82,0.03,13.0,17.0,0.42,0.55,,,,89.1
159,Carla Brito,South Florida Bulls,AAC,71.0,32.88,34.0,89.53,95.97,3.43,1.5,1.92,3.89,1.96,1.93,39.0,13.0,1.15,0.38,7.3,0.745,0.84,
160,Carlie Latta,Utah State Aggies,MWC,70.0,32.12,31.0,109.57,101.71,1.1,1.49,-0.39,-2.58,-0.8,-1.78,36.0,7.0,1.16,0.23,4.5,0.943,1.02,105.4
161,Carlie Vick,Bradley Braves,MVC,74.0,8.93,29.0,94.34,102.22,0.69,0.38,0.31,-1.12,-0.68,-0.44,2.0,4.0,0.07,0.14,,,,91.3
162,Carly Heidger,Loyola Marymount Lions,WCC,75.0,32.75,26.0,102.44,95.93,1.23,0.92,0.31,-0.81,0.4,-1.21,17.0,12.0,0.65,0.46,7.2,0.913,1.0,99.5
163,Carmyn Harrison,Belmont Bruins,MVC,74.0,15.96,39.0,85.71,92.72,2.07,0.75,1.32,-0.68,-2.06,1.37,31.0,26.0,0.79,0.67,5.1,0.864,0.87,91.2
164,Caroline Thiel,Charlotte 49ers,AAC,72.0,13.6,26.0,100.89,89.24,0.32,0.14,0.18,0.23,-0.07,0.3,6.0,6.0,0.23,0.23,,,,97.7
165,Caroline Waite,Illinois State Redbirds,MVC,64.0,7.0,21.0,108.53,105.94,0.31,0.35,-0.04,-0.55,0.08,-0.62,0.0,0.0,0.0,0.0,,,,98.5
166,Catarina Ferreira,Oregon State Beavers,WCC,72.0,29.54,34.0,87.59,96.63,3.63,1.69,1.94,0.28,0.39,-0.11,55.0,8.0,1.62,0.24,6.4,0.804,0.79,93.7
167,Cate MacDonald,Dartmouth Big Green,IVY,73.0,19.58,23.0,97.83,83.84,0.43,0.05,0.38,-1.14,-1.47,0.32,5.0,12.0,0.22,0.52,4.8,0.86,0.86,99.7
168,Cecelia Collins,Columbia Lions,IVY,72.0,29.72,30.0,87.75,120.5,5.91,4.2,1.71,5.55,3.88,1.67,40.0,6.0,1.33,0.2,5.0,0.707,0.8,88.1
169,Chae Harris,Fordham Rams,A10,,,,,,,,,,,,,,,,5.6,0.73,0.82,89.6
170,Chania Price,North Texas Mean Green,AAC,71.0,9.32,34.0,83.2,71.63,0.41,-0.35,0.76,-1.36,-1.03,-0.33,18.0,3.0,0.53,0.09,,,,85.3
171,Chantrel Clayton,Illinois-Chicago Flames,MVC,66.0,10.16,20.0,98.94,70.39,-0.16,-0.3,0.15,-0.66,-1.25,0.59,7.0,1.0,0.35,0.05,,,,95.4
172,Charlise Dunn,Davidson Wildcats,A10,74.0,29.62,27.0,82.46,94.91,3.37,1.39,1.97,4.49,2.87,1.62,44.0,33.0,1.63,1.22,7.5,0.743,0.82,89.1
173,Charlotte Abraham,Washington State Cougars,WCC,72.0,16.68,31.0,97.68,93.24,1.01,0.56,0.45,-0.09,0.72,-0.81,11.0,2.0,0.35,0.06,4.2,0.866,0.87,95.3
174,Charlotte Climenhage,Nevada Wolf Pack,MWC,72.0,12.97,10.0,105.4,,,,0.01,-1.88,-1.21,-0.67,2.0,0.0,0.2,0.0,2.5,0.833,0.89,100.2
175,Chaé Harris,Fordham Rams,A10,68.0,22.5,28.0,89.72,88.38,1.56,0.49,1.07,1.24,0.08,1.16,33.0,11.0,1.18,0.39,,,,89.6
176,Cheyenne Rowe,Texas-(San Antonio) Roadrunners,AAC,74.0,15.71,31.0,86.85,112.13,2.4,1.42,0.98,-2.17,-0.81,-1.36,8.0,10.0,0.26,0.32,,,,84.4
177,Cheyenne Stubbs,Utah State Aggies,MWC,65.0,34.76,26.0,107.48,101.19,2.01,2.17,-0.15,-4.14,0.26,-4.4,37.0,1.0,1.42,0.04,5.8,0.882,0.93,105.4
178,Chinenye Odenigbo,Massachusetts Minutewomen,A10,77.0,19.51,31.0,81.73,92.7,2.1,0.55,1.55,2.79,0.46,2.34,31.0,24.0,1.0,0.77,,,,86.5
179,Chloe Sotell,Pepperdine Waves,WCC,72.0,28.97,30.0,98.78,85.77,1.05,0.4,0.65,-1.75,-0.7,-1.05,35.0,11.0,1.17,0.37,5.6,0.844,0.86,98.9
180,Chloe Williams,Indiana State Sycamores,MVC,75.0,30.08,13.0,99.44,88.44,0.56,0.3,0.27,-0.61,-0.68,0.06,22.0,19.0,1.69,1.46,8.3,0.82,0.9,105.2
181,Christabel  Osarobo,Gonzaga Bulldogs,WCC,,,,,,,,,,,,,,,,1.7,0.933,1.0,95.9
182,Christabel Osarobo,Gonzaga Bulldogs,WCC,71.0,6.89,28.0,99.75,68.99,-0.01,-0.13,0.12,-2.95,-0.52,-2.43,6.0,0.0,0.21,0.0,,,,95.9
183,Christen McCann,Yale Bulldogs,IVY,69.0,4.41,2.0,113.19,,,,-0.01,,,,0.0,0.0,0.0,0.0,,,,103.8
184,Christen Mccann,Yale Bulldogs,IVY,,,,,,,,,,,,,,,,2.0,1.0,1.33,103.8
185,Cia Eklöf,Rhode Island Rams,A10,70.0,6.53,15.0,96.78,69.5,-0.03,-0.13,0.09,-1.03,-0.5,-0.53,1.0,0.0,0.07,0.0,,,,87.7
186,Ciniya Moore,Yale Bulldogs,IVY,70.0,17.89,26.0,106.08,79.12,-0.18,-0.17,-0.01,-2.34,-0.61,-1.73,13.0,6.0,0.5,0.23,5.0,0.901,0.94,103.8
187,Claire Gallagher,San Diego Toreros,WCC,71.0,8.41,26.0,104.97,79.6,-0.03,-0.05,0.02,-0.8,-0.36,-0.44,4.0,1.0,0.15,0.04,1.6,0.844,0.83,99.8
188,Claire McDougall,Bradley Braves,MVC,71.0,26.1,29.0,91.97,97.73,2.14,1.03,1.11,0.57,0.82,-0.25,21.0,6.0,0.72,0.21,5.9,0.705,0.76,91.3
189,Claire O'Connor,Gonzaga Bulldogs,WCC,72.0,23.43,34.0,96.99,110.47,2.73,1.98,0.75,1.13,1.93,-0.8,32.0,6.0,0.94,0.18,6.4,0.802,0.85,95.9
190,Clare Meyer,Dartmouth Big Green,IVY,75.0,22.12,25.0,96.86,76.01,0.09,-0.43,0.52,-3.0,-2.72,-0.27,9.0,23.0,0.36,0.92,5.3,0.674,0.7,99.7
191,Clarke Jackson,Cornell Big Red,IVY,69.0,31.78,27.0,96.34,82.18,0.85,-0.01,0.86,-2.25,-2.8,0.54,24.0,0.0,0.89,0.0,6.8,0.792,0.89,95.4
192,Claudia Clement,Evansville Aces,MVC,75.0,17.16,30.0,101.09,56.4,-0.65,-0.91,0.26,-2.69,-1.43,-1.26,18.0,20.0,0.6,0.67,4.3,0.985,1.04,102.0
193,Cloe Vecina,Oregon State Beavers,WCC,68.0,5.98,24.0,94.62,54.33,-0.31,-0.48,0.17,0.75,0.43,0.32,8.0,0.0,0.33,0.0,1.9,0.721,0.69,93.7
194,Courtney Becker,Drake Bulldogs,MVC,72.0,31.82,34.0,95.69,115.43,4.08,2.91,1.16,5.1,4.0,1.1,38.0,16.0,1.12,0.47,6.4,0.954,1.0,97.1
195,Courtney Swider,Richmond Spiders,A10,76.0,2.97,11.0,90.73,,,,0.05,,,,0.0,0.0,0.0,0.0,,,,88.4
196,Courtney Wristen,San Diego Toreros,WCC,74.0,20.41,13.0,96.29,84.54,0.32,0.06,0.27,-1.63,-0.52,-1.11,11.0,6.0,0.85,0.46,5.1,0.859,0.98,99.8
197,Cristina Parrella,Princeton Tigers,IVY,70.0,12.27,25.0,96.27,85.26,0.38,0.07,0.31,0.65,0.1,0.55,4.0,1.0,0.16,0.04,4.2,0.802,0.83,89.3
198,Cyriah Griffin,Virginia Commonwealth Rams,A10,67.0,15.86,31.0,91.34,75.01,0.38,-0.37,0.75,-1.79,-2.59,0.8,19.0,0.0,0.61,0.0,,,,88.2
199,Dallas Pierce,Massachusetts Minutewomen,A10,69.0,3.99,17.0,94.62,92.95,0.14,0.06,0.08,-2.77,-0.88,-1.89,1.0,1.0,0.06,0.06,,,,86.5
200,Damara Allen,Texas-(San Antonio) Roadrunners,AAC,70.0,12.43,30.0,85.64,87.45,0.97,0.17,0.8,-0.4,-1.42,1.01,13.0,8.0,0.43,0.27,4.0,0.63,0.67,84.4
201,Danae Powell,Fresno State Bulldogs,MWC,67.0,19.83,26.0,103.48,94.18,0.68,0.55,0.13,2.07,1.9,0.17,14.0,3.0,0.54,0.12,5.3,0.631,0.69,99.8
202,Dani Bayes,Boise State Broncos,MWC,71.0,22.1,31.0,97.4,92.87,1.52,0.91,0.61,-0.97,-0.22,-0.75,28.0,18.0,0.9,0.58,5.1,0.675,0.66,97.1
203,Dani Haskell,St. Bonaventure Bonnies,A10,65.0,32.28,30.0,105.4,93.21,1.4,1.35,0.05,-3.95,-0.84,-3.1,30.0,5.0,1.0,0.17,8.6,0.838,0.91,103.7
204,Danyel Middleton,Illinois-Chicago Flames,MVC,70.0,24.79,29.0,96.19,87.35,1.1,0.37,0.73,3.27,1.8,1.47,29.0,7.0,1.0,0.24,6.1,0.814,0.86,95.4
205,Daria Nestorov,Pacific Tigers,WCC,64.0,14.1,28.0,98.08,84.36,0.4,0.08,0.32,1.3,0.53,0.77,14.0,0.0,0.5,0.0,3.3,0.642,0.74,92.7
206,Davina Smith,Indiana State Sycamores,MVC,72.0,11.81,30.0,108.39,77.58,-0.23,-0.14,-0.1,-2.0,-1.29,-0.7,4.0,4.0,0.13,0.13,3.2,0.967,1.0,105.2
207,Dayana Mendes,Washington State Cougars,WCC,74.0,18.46,30.0,88.7,93.72,1.93,0.93,1.0,4.54,2.86,1.69,19.0,18.0,0.63,0.6,4.5,0.859,0.85,95.3
208,De'Shawnti Thomas,Illinois State Redbirds,MVC,70.0,6.71,22.0,99.63,71.87,-0.02,-0.12,0.1,-1.39,0.58,-1.97,3.0,0.0,0.14,0.0,,,,98.5
209,Debora Dos Santos,San Francisco Dons,WCC,72.0,25.37,14.0,83.56,102.46,1.84,1.0,0.84,5.47,1.49,3.98,21.0,23.0,1.5,1.64,7.3,0.578,0.68,92.6
210,DeeDee Hagemann,Memphis Tigers,AAC,68.0,35.05,14.0,107.88,93.92,0.56,0.67,-0.11,1.63,0.34,1.29,22.0,1.0,1.57,0.07,6.0,0.536,0.57,105.0
211,DeeDee Shephard,Charlotte 49ers,AAC,68.0,10.32,11.0,95.13,84.64,0.16,0.04,0.13,-1.09,0.02,-1.1,4.0,3.0,0.36,0.27,,,,97.7
212,Deja Jones,Indiana State Sycamores,MVC,69.0,32.4,32.0,105.36,78.15,-0.49,-0.54,0.05,-3.76,-1.81,-1.95,38.0,4.0,1.19,0.12,8.2,0.874,0.92,105.2
213,Delanie Crawford,Tulsa Golden Hurricane,AAC,71.0,31.87,32.0,88.86,97.04,4.04,2.2,1.84,0.52,-0.22,0.75,52.0,10.0,1.62,0.31,6.9,0.82,0.97,
214,Denae Skelton,Utah State Aggies,MWC,68.0,15.98,26.0,109.86,83.37,-0.13,0.04,-0.18,-5.76,-1.89,-3.87,10.0,5.0,0.38,0.19,3.1,0.926,0.97,105.4
215,Denika Lightbourne,Dayton Flyers,A10,69.0,4.93,15.0,89.25,62.52,-0.03,-0.16,0.13,-1.41,-1.38,-0.03,2.0,1.0,0.13,0.07,,,,89.6
216,Deniz Torgut,Virginia Commonwealth Rams,A10,70.0,8.97,24.0,91.36,70.13,0.04,-0.29,0.33,-1.14,-2.02,0.88,3.0,0.0,0.12,0.0,,,,88.2
217,Desiree Ware,UAB Blazers,AAC,68.0,6.61,16.0,95.47,99.1,0.23,0.11,0.12,-0.23,-0.29,0.06,7.0,0.0,0.44,0.0,,,,94.9
218,Desiree Wooten,North Texas Mean Green,AAC,68.0,29.38,33.0,85.34,97.46,3.77,1.67,2.1,3.34,2.94,0.4,58.0,10.0,1.76,0.3,8.1,0.83,0.89,85.3
219,Destinee Hooks,New Mexico Lobos,MWC,69.0,28.59,31.0,98.44,93.46,2.16,1.46,0.69,0.5,1.34,-0.84,28.0,9.0,0.9,0.29,7.7,0.886,0.94,95.8
220,Destiny Jackson,Loyola (Chicago) Ramblers,A10,70.0,4.08,6.0,103.31,137.33,0.09,0.08,0.01,,,,0.0,0.0,0.0,0.0,,,,97.2
221,Destiny Thomas,Murray State Racers,MVC,70.0,18.15,17.0,91.43,114.84,1.11,0.64,0.47,1.06,0.12,0.93,21.0,4.0,1.24,0.24,4.1,0.743,0.79,95.2
222,Devin Hagemann,East Carolina Pirates,AAC,66.0,23.22,32.0,91.93,77.96,0.79,-0.3,1.09,-0.02,-0.42,0.41,30.0,3.0,0.94,0.09,4.7,0.718,0.82,
223,Diora Ressaissi,La Salle Explorers,A10,72.0,4.52,21.0,102.3,81.71,0.03,-0.0,0.04,1.5,1.7,-0.2,1.0,2.0,0.05,0.1,,,,97.1
224,Djessira Diawara,San Jose State Spartans,MWC,75.0,23.94,30.0,102.87,99.64,1.39,1.16,0.23,0.6,1.32,-0.72,15.0,10.0,0.5,0.33,4.6,0.797,0.82,103.9
225,Dominique Ennis,Rice Owls,AAC,69.0,32.67,32.0,90.02,103.21,3.86,2.11,1.75,2.91,2.12,0.79,42.0,10.0,1.31,0.31,8.3,0.824,0.89,89.9
226,Doneelah Washington,Illinois State Redbirds,MVC,72.0,14.85,36.0,94.05,95.38,1.48,0.81,0.67,-1.7,-0.3,-1.4,18.0,32.0,0.5,0.89,4.8,0.66,0.67,98.5
227,Doreen Ariik,Dartmouth Big Green,IVY,76.0,10.88,12.0,97.52,48.64,-0.16,-0.27,0.11,-2.67,-2.4,-0.28,3.0,2.0,0.25,0.17,2.7,0.667,0.69,99.7
228,Dresha Moore,San Diego Toreros,WCC,72.0,19.07,28.0,97.88,84.09,0.54,0.09,0.45,-3.91,-0.84,-3.06,17.0,12.0,0.61,0.43,3.2,0.876,0.83,99.8
229,Drew Alexander,Temple Owls,AAC,71.0,4.08,15.0,96.04,92.18,0.11,0.05,0.06,1.18,0.49,0.69,1.0,1.0,0.07,0.07,,,,87.7
230,Drew Jordon,New Mexico Lobos,MWC,71.0,6.61,17.0,102.98,107.45,0.31,0.28,0.03,-0.62,0.01,-0.63,0.0,2.0,0.0,0.12,,,,95.8
231,Dyani Ananiev,Portland Pilots,WCC,73.0,19.85,9.0,85.6,97.04,0.65,0.27,0.38,-0.56,-2.02,1.46,15.0,5.0,1.67,0.56,3.9,0.795,0.9,90.5
232,Dyllan Hanna,Tulane Green Wave,AAC,74.0,21.55,27.0,84.7,102.72,1.94,0.65,1.29,1.38,0.15,1.23,17.0,39.0,0.63,1.44,3.6,0.742,0.78,87.5
233,Dymonique Maxie,Nevada Wolf Pack,MWC,68.0,30.97,30.0,98.42,82.36,0.73,0.0,0.73,-0.9,-1.66,0.76,57.0,9.0,1.9,0.3,8.5,0.78,0.89,100.2
234,Edie Clarke,Saint Mary's Gaels,WCC,76.0,12.66,30.0,94.75,95.26,0.89,0.45,0.45,-4.23,-3.26,-0.97,12.0,19.0,0.4,0.63,2.9,0.899,1.01,94.9
235,Edina Strausz,Davidson Wildcats,A10,75.0,4.3,14.0,87.42,82.9,0.12,0.0,0.12,-2.09,-0.8,-1.29,0.0,4.0,0.0,0.29,,,,89.1
236,Elauna Eaton,Memphis Tigers,AAC,72.0,22.59,30.0,108.04,100.22,1.02,1.18,-0.16,-3.09,0.46,-3.55,20.0,3.0,0.67,0.1,4.4,0.977,0.98,105.0
237,Eleanor Monyek,Dayton Flyers,A10,72.0,1.0,6.0,100.47,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,89.6
238,Eleecia Carter,UAB Blazers,AAC,67.0,18.22,31.0,95.14,88.86,1.08,0.43,0.64,0.15,1.01,-0.86,27.0,4.0,0.87,0.13,5.5,0.949,0.96,94.9
239,Elena Rodriguez,Harvard Crimson,IVY,74.0,25.13,29.0,77.22,110.0,4.88,2.66,2.22,4.74,3.04,1.7,47.0,22.0,1.62,0.76,4.5,0.786,0.81,80.7
240,Eleonora Villa,Washington State Cougars,WCC,68.0,33.01,33.0,100.31,98.99,2.82,2.18,0.64,1.22,2.23,-1.02,29.0,7.0,0.88,0.21,8.3,0.808,0.82,95.3
241,Eliana Sheplee,Northern Iowa Panthers,MVC,70.0,3.82,9.0,100.85,56.09,-0.09,-0.11,0.02,0.68,-0.06,0.74,1.0,0.0,0.11,0.0,,,,97.9
242,Elisa Mehyar,Oregon State Beavers,WCC,77.0,1.97,6.0,100.55,,,,0.01,,,,0.0,0.0,0.0,0.0,,,,93.7
243,Elise Hill,Tulsa Golden Hurricane,AAC,67.0,28.83,22.0,91.48,93.38,1.72,0.76,0.97,-2.12,-1.12,-1.0,31.0,3.0,1.41,0.14,7.4,0.699,0.77,
244,Elise Jaeger,Northern Iowa Panthers,MVC,73.0,24.93,33.0,95.6,94.55,1.71,0.83,0.89,1.93,0.45,1.48,37.0,17.0,1.12,0.52,6.2,0.71,0.84,97.9
245,Elise Livingston,Utah State Aggies,MWC,69.0,22.27,31.0,108.59,76.77,-0.56,-0.36,-0.2,-2.08,-1.72,-0.36,15.0,3.0,0.48,0.1,4.8,0.791,0.85,105.4
246,Eliza Buerk,Davidson Wildcats,A10,75.0,6.0,12.0,86.67,79.54,0.13,-0.01,0.15,1.86,0.46,1.4,3.0,1.0,0.25,0.08,,,,89.1
247,Elizabeth Elliott,Pacific Tigers,WCC,73.0,27.32,29.0,93.3,104.11,3.37,2.32,1.04,0.6,0.78,-0.19,26.0,10.0,0.9,0.34,6.3,0.878,0.95,92.7
248,Elizabeth Nelson,Brown Bears,IVY,72.0,21.16,26.0,100.68,84.12,0.37,0.07,0.3,-2.02,-0.54,-1.48,13.0,10.0,0.5,0.38,,,,96.5
249,Ella  Wedin,Saint Mary's Gaels,WCC,,,,,,,,,,,,,,,,3.6,0.5,0.47,94.9
250,Ella  Zimmerman,Portland Pilots,WCC,,,,,,,,,,,,,,,,0.6,0.714,0.67,90.5
251,Ella Anciaux,Wichita State Shockers,AAC,76.0,11.3,30.0,91.02,87.99,0.68,0.15,0.53,2.14,0.23,1.91,6.0,20.0,0.2,0.67,,,,94.1
252,Ella Brubaker,Pepperdine Waves,WCC,72.0,19.29,29.0,96.19,102.41,2.02,1.44,0.57,-1.02,0.19,-1.21,29.0,9.0,1.0,0.31,3.8,0.8,0.87,98.9
253,Ella Hopkins,Gonzaga Bulldogs,WCC,75.0,1.86,10.0,104.95,93.14,0.01,0.01,0.0,,,,0.0,0.0,0.0,0.0,,,,95.9
254,Ella Wedin,Saint Mary's Gaels,WCC,73.0,19.14,9.0,99.8,98.04,0.28,0.17,0.11,-0.34,-2.59,2.25,4.0,2.0,0.44,0.22,,,,94.9
255,Ella Zimmerman,Portland Pilots,WCC,76.0,3.43,25.0,90.88,97.63,0.25,0.11,0.14,-2.29,-0.13,-2.17,0.0,3.0,0.0,0.12,,,,90.5
256,Elle Motherway,Nevada Wolf Pack,MWC,71.0,1.48,1.0,110.37,,,,-0.0,,,,0.0,0.0,0.0,0.0,,,,100.2
257,Elle Papahronis,San Francisco Dons,WCC,71.0,16.82,31.0,94.16,79.65,0.51,-0.13,0.64,-0.95,-0.28,-0.66,18.0,2.0,0.58,0.06,3.8,0.765,0.78,92.6
258,Elle Snyder,Evansville Aces,MVC,69.0,21.01,15.0,102.85,88.12,0.22,0.12,0.1,-3.2,-0.38,-2.82,7.0,0.0,0.47,0.0,5.1,1.012,1.0,102.0
259,Elle Stauffer,Harvard Crimson,IVY,71.0,1.72,2.0,93.4,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,80.7
260,Elli Guiney,UNLV Rebels,MWC,71.0,4.24,14.0,94.71,93.95,0.15,0.08,0.07,-0.98,0.26,-1.24,2.0,0.0,0.14,0.0,,,,91.1
261,Ellie Cerf,Dartmouth Big Green,IVY,66.0,2.11,6.0,89.19,24.12,-0.05,-0.07,0.02,,,,2.0,0.0,0.33,0.0,,,,99.7
262,Ellie Chen,San Diego State Aztecs,MWC,65.0,1.13,7.0,103.62,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,91.6
263,Ellie Foster,Northern Iowa Panthers,MVC,71.0,4.28,20.0,105.4,,,,0.0,-1.32,-1.72,0.4,2.0,0.0,0.1,0.0,,,,97.9
264,Ellie McDermid,Bradley Braves,MVC,73.0,25.49,32.0,86.92,84.29,1.79,0.17,1.63,-2.61,-3.39,0.78,23.0,29.0,0.72,0.91,6.3,0.71,0.75,91.3
265,Elodie Lalotte,Boise State Broncos,MWC,73.0,15.65,31.0,94.65,97.5,1.47,0.9,0.57,2.86,1.16,1.7,18.0,8.0,0.58,0.26,2.6,0.628,0.65,97.1
266,Elyce Knudsen,Illinois State Redbirds,MVC,68.0,32.42,34.0,102.11,109.52,3.55,3.11,0.44,1.98,3.61,-1.63,23.0,10.0,0.68,0.29,7.2,0.926,0.98,98.5
267,Emaya Lewis,Florida Atlantic Owls,AAC,75.0,8.62,22.0,88.14,65.15,-0.02,-0.37,0.36,-1.29,-2.28,0.99,6.0,9.0,0.27,0.41,,,,
268,Emerita Mashaire,Pepperdine Waves,WCC,72.0,21.38,28.0,101.15,79.2,0.15,-0.15,0.3,-5.46,-3.2,-2.26,12.0,5.0,0.43,0.18,5.4,0.829,0.89,98.9
269,Emerson Green,Northern Iowa Panthers,MVC,70.0,23.17,29.0,99.99,95.71,1.36,0.95,0.41,4.4,4.32,0.08,23.0,5.0,0.79,0.17,6.3,0.859,0.87,97.9
270,Emilia Dannebauer,Texas-(San Antonio) Roadrunners,AAC,76.0,2.79,8.0,89.65,34.48,-0.09,-0.13,0.04,,,,0.0,1.0,0.0,0.12,,,,84.4
271,Emilie Bessell,Davidson Wildcats,A10,69.0,6.88,20.0,90.78,86.85,0.31,0.09,0.22,1.27,0.06,1.22,4.0,0.0,0.2,0.0,,,,89.1
272,Emily Adams,Air Force Falcons,MWC,72.0,13.83,31.0,91.98,76.38,0.39,-0.24,0.63,-2.88,-2.46,-0.42,21.0,6.0,0.68,0.19,2.7,1.045,1.15,93.9
273,Emily Christenson,Drake Bulldogs,MVC,71.0,1.42,11.0,108.12,147.39,0.12,0.13,-0.0,,,,0.0,0.0,0.0,0.0,,,,97.1
274,Emily Eadie,Princeton Tigers,IVY,72.0,5.36,12.0,95.31,90.01,0.13,0.06,0.07,-0.57,-0.4,-0.17,0.0,1.0,0.0,0.08,,,,89.3
275,Emily Foy,Saint Mary's Gaels,WCC,73.0,26.49,31.0,97.41,96.77,1.8,1.07,0.73,-0.39,0.75,-1.14,27.0,4.0,0.87,0.13,4.8,0.883,0.91,94.9
276,Emily Klaczek,Rice Owls,AAC,68.0,18.74,34.0,90.89,95.16,1.73,0.72,1.01,2.35,2.14,0.2,27.0,7.0,0.79,0.21,4.3,0.721,0.75,89.9
277,Emily La Chapell,Belmont Bruins,MVC,71.0,30.11,39.0,94.01,92.23,2.57,1.1,1.47,6.62,4.4,2.22,48.0,13.0,1.23,0.33,7.8,0.8,0.86,91.2
278,Emily Mellema,Wyoming Cowgirls,MWC,71.0,33.0,32.0,87.8,94.74,3.45,1.45,2.0,4.59,2.24,2.35,67.0,20.0,2.09,0.62,8.7,0.693,0.76,91.7
279,Emily Pape,Cornell Big Red,IVY,73.0,27.39,27.0,90.7,84.14,1.37,0.19,1.18,-3.6,-3.27,-0.32,23.0,13.0,0.85,0.48,5.8,0.949,0.97,95.4
280,Emiy Montes,Columbia Lions,IVY,70.0,4.48,12.0,90.55,87.38,0.11,0.02,0.09,,,,2.0,0.0,0.17,0.0,,,,88.1
281,Emma Boslet,Saint Joseph's Hawks,A10,71.0,24.27,30.0,89.73,91.19,1.73,0.49,1.24,2.69,1.82,0.88,25.0,14.0,0.83,0.47,6.7,0.699,0.7,88.0
282,Emma Lucio,Texas-(San Antonio) Roadrunners,AAC,69.0,6.63,19.0,90.01,65.98,-0.0,-0.21,0.21,-1.95,-1.96,0.01,1.0,0.0,0.05,0.0,,,,84.4
283,Emma Lytle,Air Force Falcons,MWC,67.0,6.54,15.0,103.3,87.9,0.07,0.04,0.03,-1.2,-1.98,0.78,1.0,0.0,0.07,0.0,,,,93.9
284,Emma Ronsiek,Colorado State Rams,MWC,73.0,37.88,30.0,96.0,107.96,5.15,3.96,1.19,5.14,3.48,1.66,24.0,9.0,0.8,0.3,8.3,0.812,0.92,94.5
285,Emma Strelein,Portland Pilots,WCC,71.0,3.36,16.0,94.16,143.16,0.19,0.13,0.07,-1.01,-0.51,-0.51,0.0,0.0,0.0,0.0,0.6,0.727,0.6,90.5
